sample_id,dataset,emotion,pitch_mean,pitch_std,rms_mean,rms_std,zcr_mean,zcr_std,pause_ratio,voiced_ratio
s001821,CREMA-D,angry,282.75342666494913,35.488262270728605,0.13378516723091405,0.06575156129564011,0.09705729166666667,0.033412671085745325,0.013513513513513487,0.8266666666666667
s004293,CREMA-D,angry,164.50709996531936,39.84376956291755,0.10229342030968679,0.10592642080532415,0.07947308084239131,0.055462498943472716,0.010893153482830487,0.5543478260869565
s001145,CREMA-D,angry,343.6744484421021,82.22131462787502,0.09235857449033681,0.08422394438242031,0.18301930147058823,0.06439385454322745,0.0,0.6764705882352942
s003865,CREMA-D,angry,197.5504832397816,68.65809235254885,0.1571589133790916,0.07129694710746359,0.0903901599702381,0.021418006376453365,0.0,0.9047619047619048
s003373,CREMA-D,angry,301.33977187294437,58.96956175367644,0.20018521274866188,0.13564917454917405,0.0979293564618644,0.0391103957710604,0.0,0.8983050847457628
s005377,CREMA-D,angry,328.87798729985946,44.24165452229733,0.10245428981187825,0.06687491871457496,0.17067307692307693,0.13484958041850573,0.0,0.8076923076923077
s001869,CREMA-D,angry,254.9480358680048,28.457874106108857,0.19766495892778038,0.1364625866632591,0.16159505208333333,0.10668854489069621,0.06756756756756754,0.6666666666666666
s003367,CREMA-D,angry,275.239502901548,74.69130609778172,0.07629943894784129,0.05763494690536979,0.14469401041666666,0.1392563243533295,0.048387096774193505,0.8412698412698413
s007440,CREMA-D,angry,265.36796578843445,16.615099308133978,0.1429153840636482,0.0802765879212878,0.13479201858108109,0.04437023965679244,0.0,0.7567567567567568
s005447,CREMA-D,angry,283.9172778735648,45.433041529213035,0.0663529719130542,0.05653494806631372,0.08583733974358974,0.056021676315232694,0.0,0.46153846153846156
s002799,CREMA-D,angry,205.8631934463522,37.84418471355249,0.2130963416289418,0.13311813987176685,0.10305097026209678,0.03742948356434368,0.0,0.5
s008690,TESS,angry,296.78906064645145,50.768065354660436,0.13189820300745356,0.09241115928244303,0.1025390625,0.08687215696863505,0.023255813953488413,0.8863636363636364
s008635,TESS,angry,265.7870474861801,55.787040092720865,0.18024850101210177,0.12253874622159838,0.10249837239583333,0.10487589198619646,0.0,0.8958333333333334
s003094,CREMA-D,angry,129.56224905904872,5.352363168003544,0.11241784038358048,0.10121335998610649,0.08202324538934426,0.035505329201015415,0.01652359129929648,0.5245901639344263
s009698,TESS,angry,249.61611474047493,47.09137398685256,0.09536670278831726,0.07021813011254456,0.23981584821428573,0.2188284399370508,0.06451612903225812,0.5873015873015873
s003251,CREMA-D,angry,253.01892534872997,41.32968141704631,0.08936732532456518,0.07141124246228889,0.13123046875,0.06910782789395643,0.020408163265306145,0.92
s009740,TESS,angry,253.90382844111846,35.08126888840081,0.08431522439100912,0.06792688241998705,0.27340959821428573,0.2096373500179551,0.05797101449275366,0.5714285714285714
s002930,CREMA-D,angry,221.65826618542573,71.56999030896023,0.135040105366316,0.09899507591432088,0.08492091444672131,0.06165520063917562,0.0,0.8032786885245902
s007760,CREMA-D,angry,85.33196741276618,12.25556782744601,0.03423843299422194,0.03925522360243342,0.12143267463235294,0.08842886355182526,0.13095238095238093,0.4470588235294118
s006211,CREMA-D,angry,201.65184923072613,47.77519447437511,0.1822963844110467,0.14494886536552082,0.12234933035714286,0.04412409600562865,0.0,0.6938775510204082
s006495,CREMA-D,angry,137.95280214553983,23.943305181492967,0.09507915817084722,0.06491483704072758,0.06514739990234375,0.04703405770189629,0.0,0.703125
s007767,CREMA-D,angry,98.11629304892,13.353073475052566,0.08401603579091338,0.062318455463869035,0.13050631009615385,0.13648480552392273,0.09244380247359396,0.4153846153846154
s001554,CREMA-D,angry,236.09417400508377,74.0167132687425,0.11842021815716586,0.09408904236054486,0.09568234707446809,0.0376070263918437,0.08695652173913049,0.7446808510638298
